Address,Coordinates
3850 W. Bryn Mawr Ave.,"{'latitude': 41.9837135, 'longitude': -87.72550439999999}"
330 N Jefferson Court,"{'latitude': 41.8876953, 'longitude': -87.6437642}"
6118 N Sheridan Rd,"{'latitude': 41.9929066, 'longitude': -87.65588059999999}"
333 S. Ashland Ave,"{'latitude': 41.8765542, 'longitude': -87.66620689999999}"
1 East Delaware,"{'latitude': 41.899007, 'longitude': -87.628084}"
515 N. State Street,"{'latitude': 41.8914211, 'longitude': -87.6273487}"
105 W Madison Street,"{'latitude': 41.8818291, 'longitude': -87.6312275}"
1307 E 60TH ST,"{'latitude': 41.78566300000001, 'longitude': -87.5938718}"
1250 N Dearborn St,"{'latitude': 41.905353, 'longitude': -87.6304342}"
125 W OHIO ST,"{'latitude': 41.89210629999999, 'longitude': -87.6320259}"
865 N. Larrabee St.,"{'latitude': 41.8983906, 'longitude': -87.6428698}"
850 South Clark Street,"{'latitude': 41.8711781, 'longitude': -87.6311844}"
3916 W. Washington,"{'latitude': 41.8823476, 'longitude': -87.7238369}"
2236 North Lincoln Park West,"{'latitude': 41.9231218, 'longitude': -87.63665759999999}"
5811-27 South Ellis Avenue,"{'latitude': 41.7889661, 'longitude': -87.60093189999999}"
"930 W Evergreen Ave, Chicago, IL 60642","{'latitude': 41.905636, 'longitude': -87.65278339999999}"
73 E Lake St,"{'latitude': 41.8854911, 'longitude': -87.6255006}"
7465 S SOUTH SHORE DR,"{'latitude': 41.7609749, 'longitude': -87.5569649}"
1915 S FEDERAL ST,"{'latitude': 41.8562231, 'longitude': -87.62909739999999}"
451 W. Melrose,"{'latitude': 41.9408378, 'longitude': -87.6415389}"
1333 S Wabash Ave,"{'latitude': 41.8647717, 'longitude': -87.6254701}"
363 West Erie,"{'latitude': 41.893662, 'longitude': -87.6383026}"
46-64 W. Hubbard St.,"{'latitude': 41.8900344, 'longitude': -87.6296871}"
375-435 W. Erie Street,"{'latitude': 41.8936851, 'longitude': -87.638672}"
523 S. Plymouth Ct.,"{'latitude': 41.8750447, 'longitude': -87.6283943}"
4227 S. OAKENWALD AVE,"{'latitude': 41.8173068, 'longitude': -87.5973899}"
3939-3983 S. LAKE PARK AVE,"{'latitude': 41.8239643, 'longitude': -87.60283}"
4200 W Diversey,"{'latitude': 41.9325183, 'longitude': -87.7324984}"
3300 W. Belmont Avenue,"{'latitude': 41.9394503, 'longitude': -87.71140919999999}"
215 W. Aberdeen,"{'latitude': 41.8785901, 'longitude': -87.6542068}"
2920 N. Commonwealth Ave.,"{'latitude': 41.9351429, 'longitude': -87.6382868}"
189 East Lake Shore Drive,"{'latitude': 41.9006532, 'longitude': -87.6222263}"
66 E. Randolph St.,"{'latitude': 41.8847889, 'longitude': -87.6255442}"
5040 N. Pulaski Road,"{'latitude': 41.9731058, 'longitude': -87.7291468}"
913-921 W. Van Buren St. & 411 S. Sangamon,"{'latitude': 41.8763966, 'longitude': -87.65033369999999}"
4922-4942 S. Cornell,"{'latitude': 41.8059528, 'longitude': -87.5878662}"
3250 W. 87th St,"{'latitude': 41.7367161, 'longitude': -87.7035708}"
5490 S. Shore Drive,"{'latitude': 41.795517, 'longitude': -87.5813075}"
1524 and 1525 S Sangamon Street,"{'latitude': 41.8607427, 'longitude': -87.6494388}"
2324 West Irving Park Road,"{'latitude': 41.9546977, 'longitude': -87.68681409999999}"
950 E. 59th St.,"{'latitude': 41.788647, 'longitude': -87.60197149999999}"
162 E Ohio,"{'latitude': 41.8928704, 'longitude': -87.62287479999999}"
6150 N Kenmore,"{'latitude': 41.9937849, 'longitude': -87.6572183}"
1244 N. Dearborn Street,"{'latitude': 41.9052116, 'longitude': -87.6302571}"
640 W Fulton,"{'latitude': 41.8869915, 'longitude': -87.6448703}"
6543 S CHAMPLAIN AVE,"{'latitude': 41.7759579, 'longitude': -87.6090724}"
1407 East 60th Street,"{'latitude': 41.7856873, 'longitude': -87.5910437}"
5416 5422 N KENMORE AVE,"{'latitude': 41.9808622, 'longitude': -87.6565518}"
8301 S Damen Avenue,"{'latitude': 41.7416971, 'longitude': -87.6725548}"
1224 W. Van Buren,"{'latitude': 41.87678, 'longitude': -87.6582667}"
2001 S. Calumet Ave.,"{'latitude': 41.8553262, 'longitude': -87.6186531}"
3410 N. Lake Shore Dr,"{'latitude': 41.9438475, 'longitude': -87.64128079999999}"
1330 N. LaSalle Dr.,"{'latitude': 41.906629, 'longitude': -87.6334249}"
2851 S King Drive,"{'latitude': 41.8426828, 'longitude': -87.6164761}"
801 South Plymouth,"{'latitude': 41.8715884, 'longitude': -87.6281243}"
7750 S. Emerald,"{'latitude': 41.7528559, 'longitude': -87.6432473}"
730 North Michigan Avenue,"{'latitude': 41.8959122, 'longitude': -87.6245868}"
610 N Fairbanks Ct,"{'latitude': 41.8930924, 'longitude': -87.6205282}"
8001 S. Western Avenue,"{'latitude': 41.7477272, 'longitude': -87.68255370000001}"
6747 6759 S OGLESBY AVE,"{'latitude': 41.7718474, 'longitude': -87.5676027}"
5536 N. Sheridan Rd.,"{'latitude': 41.9829639, 'longitude': -87.6555747}"
199 East Lake Shore Drive,"{'latitude': 41.90064520000001, 'longitude': -87.6218406}"
841 849 W CORNELIA AVE,"{'latitude': 41.9451754, 'longitude': -87.65133829999999}"
433 W. Briar Place,"{'latitude': 41.9386231, 'longitude': -87.6409357}"
990 North Lake Shore Drive,"{'latitude': 41.9003001, 'longitude': -87.6201438}"
4001 N Ravenswood,"{'latitude': 41.9546897, 'longitude': -87.6734807}"
1 North Wacker Drive,"{'latitude': 41.8822586, 'longitude': -87.6361038}"
2455 W. Ohio St.,"{'latitude': 41.8912202, 'longitude': -87.68840349999999}"
1900 W Jackson Blvd,"{'latitude': 41.8781689, 'longitude': -87.6749287}"
21 E Huron Street,"{'latitude': 41.8945104, 'longitude': -87.6271139}"
6920 Crandon Ave,"{'latitude': 41.7692542, 'longitude': -87.5701414}"
4042 W. Foster Ave,"{'latitude': 41.97642020000001, 'longitude': -87.73008070000002}"
2500 W Bradley Place,"{'latitude': 41.9501539, 'longitude': -87.69231769999999}"
3040 South Wabash,"{'latitude': 41.8390215, 'longitude': -87.62556060000001}"
2320 W 113th Place,"{'latitude': 41.6879126, 'longitude': -87.6797636}"
7419 7425 S COLFAX AVE,"{'latitude': 41.760047, 'longitude': -87.5619727}"
2100 N. Lincoln Park West,"{'latitude': 41.9204263, 'longitude': -87.6365709}"
1120 N. Lake Shore Drive,"{'latitude': 41.9030567, 'longitude': -87.62513469999999}"
5348-5358 N. Cumberland Ave,"{'latitude': 41.9771518, 'longitude': -87.8377582}"
5630 N. Sheridan Ave,"{'latitude': 41.9847475, 'longitude': -87.65560719999999}"
3201 N. Ashland Avenue,"{'latitude': 41.9399847, 'longitude': -87.668204}"
3470 N. Lake Shore Drive,"{'latitude': 41.9456823, 'longitude': -87.64198200000001}"
77th Place and Throop Street,"{'latitude': 41.7541161, 'longitude': -87.655451}"
1420 W 17TH ST,"{'latitude': 41.8590809, 'longitude': -87.66316239999999}"
1616 E. 50th Street,"{'latitude': 41.8044476, 'longitude': -87.5858025}"
5424 S CORNELL AVE,"{'latitude': 41.7972748, 'longitude': -87.58602189999999}"
655 W 65TH STREET,"{'latitude': 41.7755392, 'longitude': -87.6420851}"
7321 S. South Shore Dr.,"{'latitude': 41.7636521, 'longitude': -87.5594386}"
1500 Lakeshore Drive,"{'latitude': 41.8638384, 'longitude': -87.6191013}"
860 W. Blackhawk Street,"{'latitude': 41.9087505, 'longitude': -87.6506311}"
321 North Central Avenue,"{'latitude': 41.8862934, 'longitude': -87.7643976}"
5450 North Cumberland Avenue,"{'latitude': 41.9787723, 'longitude': -87.8376236}"
1920 North Milwaukee Avenue,"{'latitude': 41.9162618, 'longitude': -87.6869361}"
1816 N CLARK ST,"{'latitude': 41.915276, 'longitude': -87.63441569999999}"
3100 N. Lake Shore Drive,"{'latitude': 41.9381306, 'longitude': -87.63804999999999}"
4015 N. Milwaukee Ave,"{'latitude': 41.9539292, 'longitude': -87.7474635}"
300-310 W. Grand Ave.,"{'latitude': 41.8917527, 'longitude': -87.63598590000001}"
2145 South Ashland,"{'latitude': 41.8530017, 'longitude': -87.6656207}"
3940 W. Bryn Mawr Ave.,"{'latitude': 41.9843975, 'longitude': -87.7263964}"
7011-7013 N SHERIDAN,"{'latitude': 42.0095728, 'longitude': -87.6620224}"
1111 N. CLARK ST,"{'latitude': 41.9021926, 'longitude': -87.6310542}"
20 North Clark Street,"{'latitude': 41.8823002, 'longitude': -87.6310701}"
30 W. Erie Street,"{'latitude': 41.8942919, 'longitude': -87.62939519999999}"
2701 W 68th Street,"{'latitude': 41.7689833, 'longitude': -87.6925482}"
225 W. Ohio,"{'latitude': 41.892167, 'longitude': -87.6353342}"
440 South LaSalle,"{'latitude': 41.8755483, 'longitude': -87.6321341}"
4501-4519 N MALDEN ST,"{'latitude': 41.963886, 'longitude': -87.6621662}"
1224 West Van Buren Street,"{'latitude': 41.87678, 'longitude': -87.6582667}"
2555 North Clark Street,"{'latitude': 41.929697, 'longitude': -87.64215779999999}"
6825 N Sheridan Rd,"{'latitude': 42.0064436, 'longitude': -87.6607717}"
401-465 Illinois,"{'latitude': 41.8781136, 'longitude': -87.6297982}"
2411 West 55th Street,"{'latitude': 41.7935185, 'longitude': -87.6850755}"
777 N Michigan,"{'latitude': 41.8966076, 'longitude': -87.6239003}"
7200 N Osceola Ave,"{'latitude': 42.0118386, 'longitude': -87.8129414}"
5306 - 5310 N. Chester Ave.,"{'latitude': 41.9758776, 'longitude': -87.83945949999999}"
1350 N Astor Street,"{'latitude': 41.9073812, 'longitude': -87.6280293}"
900-920 W. Madison,"{'latitude': 41.8817418, 'longitude': -87.64971229999999}"
123-125 S Green St.,"{'latitude': 41.8799158, 'longitude': -87.64812239999999}"
3125 W Fullerton Avenue,"{'latitude': 41.924443, 'longitude': -87.7055764}"
2040 W. Jackson Blvd.,"{'latitude': 41.8778888, 'longitude': -87.6779717}"
2100 North Racine,"{'latitude': 41.92018360000001, 'longitude': -87.65865199999999}"
120/120-134 North Green Street,"{'latitude': 41.8840394, 'longitude': -87.648956}"
70 W. Huron St.,"{'latitude': 41.8953693, 'longitude': -87.6309007}"
2021 S Morgan St,"{'latitude': 41.8544905, 'longitude': -87.6509827}"
325 North Wells,"{'latitude': 41.8881406, 'longitude': -87.6336764}"
7455-7469 N. Greenview Ave.,"{'latitude': 42.0178342, 'longitude': -87.6679455}"
4201 W HENDERSON ST,"{'latitude': 41.941137, 'longitude': -87.7332639}"
221 E 121st Place,"{'latitude': 41.6732775, 'longitude': -87.61659379999999}"
4343 Clarendon,"{'latitude': 41.9614971, 'longitude': -87.6496071}"
2140 N CLARK ST,"{'latitude': 41.9213246, 'longitude': -87.6382438}"
4880 N Marine Dr,"{'latitude': 41.9715058, 'longitude': -87.6507269}"
8750 West Bryn Mawr Ave,"{'latitude': 41.9828446, 'longitude': -87.8442865}"
1548 W. Juneway Terrace,"{'latitude': 42.0226519, 'longitude': -87.67011529999999}"
123 W. Madison,"{'latitude': 41.8818254, 'longitude': -87.6317029}"
114 South Racine Avenue,"{'latitude': 41.87963329999999, 'longitude': -87.65741829999999}"
1000 S Clark Street,"{'latitude': 41.8694789, 'longitude': -87.6312255}"
1040 West Randolph Street,"{'latitude': 41.884516, 'longitude': -87.65357739999999}"
1279 N. Milwaukee Avenue,"{'latitude': 41.905063, 'longitude': -87.66893859999999}"
3178 North Sheridan Road,"{'latitude': 41.93972520000001, 'longitude': -87.6399751}"
4600 N. Winchester Ave.,"{'latitude': 41.9654043, 'longitude': -87.6777954}"
228 E. Ontario St.,"{'latitude': 41.8935883, 'longitude': -87.62153029999999}"
811 E. 46th St,"{'latitude': 41.8108744, 'longitude': -87.6057163}"
16 N MORGAN ST,"{'latitude': 41.8822378, 'longitude': -87.65230729999999}"
2701 W. 68th Street,"{'latitude': 41.7689833, 'longitude': -87.6925482}"
3241 South Federal,"{'latitude': 41.8356639, 'longitude': -87.6283866}"
4707 S Marshfield Ave.,"{'latitude': 41.80831149999999, 'longitude': -87.6660467}"
3753-3755 S. Cottage Grove,"{'latitude': 41.8264254, 'longitude': -87.6079005}"
600 West Chicago Avenue,"{'latitude': 41.897113, 'longitude': -87.64339199999999}"
4750 N Sheridan Road,"{'latitude': 41.9687335, 'longitude': -87.65528220000002}"
6631 N BOSWORTH AVE,"{'latitude': 42.0028084, 'longitude': -87.6689166}"
848 W. 103rd Street,"{'latitude': 41.7070918, 'longitude': -87.64473799999999}"
345 N. LaSalle Dr.,"{'latitude': 41.8888753, 'longitude': -87.63182479999999}"
5709 Ellis Avenue,"{'latitude': 41.79109, 'longitude': -87.60096999999999}"
1424 N Cleaver St,"{'latitude': 41.907862, 'longitude': -87.6645564}"
4848 N. Central Avenue,"{'latitude': 41.9690819, 'longitude': -87.7678885}"
6840 N. Sacramento,"{'latitude': 42.0062246, 'longitude': -87.7056382}"
5757 South University Avenue,"{'latitude': 41.7898733, 'longitude': -87.5972228}"
2035 W. Charleston St.,"{'latitude': 41.919769, 'longitude': -87.67929699999999}"
7200 S Bennett Ave,"{'latitude': 41.7641705, 'longitude': -87.5795365}"
3455 S King Dr,"{'latitude': 41.83182619999999, 'longitude': -87.6168436}"
5400 N Sheridan Road,"{'latitude': 41.9802615, 'longitude': -87.6555312}"
4355 N. Ravenswood Ave,"{'latitude': 41.9613146, 'longitude': -87.6736007}"
111 West Maple Street,"{'latitude': 41.9016475, 'longitude': -87.6318546}"
657 W. Fulton St.,"{'latitude': 41.88653679999999, 'longitude': -87.6454574}"
2430 N. Lakeview,"{'latitude': 41.92644, 'longitude': -87.6395579}"
645 North Michigan Avenue,"{'latitude': 41.8938333, 'longitude': -87.6237546}"
1050 W Sheridan Rd,"{'latitude': 41.998401, 'longitude': -87.65773279999999}"
1507-31 N CLYBOURN AVE,"{'latitude': 41.9092974, 'longitude': -87.6462158}"
2472 W. Foster,"{'latitude': 41.9760819, 'longitude': -87.69210179999999}"
1418 N Lake Shore Drive,"{'latitude': 41.9083597, 'longitude': -87.6264343}"
7320-28 N. Damen/2001-15 W. Jarvis,"{'latitude': 42.014698, 'longitude': -87.68070999999999}"
5401 S. Hyde Park Blvd.,"{'latitude': 41.7979861, 'longitude': -87.5833263}"
3825 N PINE GROVE AVE,"{'latitude': 41.9524874, 'longitude': -87.64761349999999}"
6900 S. Shore Drive,"{'latitude': 41.7937434, 'longitude': -87.5811686}"
3127-45 W Palmer,"{'latitude': 41.9204908, 'longitude': -87.7064517}"
445 W BARRY AVE,"{'latitude': 41.93742760000001, 'longitude': -87.64138369999999}"
1401 S State Street,"{'latitude': 41.8639209, 'longitude': -87.62709}"
209 East Lake Shore Drive,"{'latitude': 41.9005613, 'longitude': -87.6215321}"
865 N Larrabee St.,"{'latitude': 41.8983906, 'longitude': -87.6428698}"
8509-25 W Catherine,"{'latitude': 41.9772374, 'longitude': -87.8397182}"
320 W. Oakdale Ave.,"{'latitude': 41.935862, 'longitude': -87.6380327}"
815 W. Pershing Rd.,"{'latitude': 41.8228747, 'longitude': -87.6474556}"
3711 S VINCENNES AVE,"{'latitude': 41.8270617, 'longitude': -87.61146769999999}"
10 E Delaware,"{'latitude': 41.8993406, 'longitude': -87.6279328}"
7765 S COLES AVE,"{'latitude': 41.7550047, 'longitude': -87.5529119}"
4950 N. Ashland Ave.,"{'latitude': 41.9721737, 'longitude': -87.67009379999999}"
5615 N CUMBERLAND AVE,"{'latitude': 41.9819536, 'longitude': -87.8356421}"
111 W Division St,"{'latitude': 41.9037263, 'longitude': -87.63203899999999}"
4423 N. Sheridan Rd,"{'latitude': 41.9624673, 'longitude': -87.6546233}"
211 East Ontario,"{'latitude': 41.8932642, 'longitude': -87.6221005}"
1061 E 41st Place,"{'latitude': 41.8196162, 'longitude': -87.6000936}"
33 E Congress,"{'latitude': 41.8754565, 'longitude': -87.626525}"
210 E. Pearson St.,"{'latitude': 41.89782539999999, 'longitude': -87.6212025}"
10015 S LEAVITT ST,"{'latitude': 41.7112772, 'longitude': -87.67651219999999}"
565 west quincy,"{'latitude': 41.8784947, 'longitude': -87.6422376}"
2144 N. Lincoln Park West,"{'latitude': 41.9214872, 'longitude': -87.63674019999999}"
363 W. Erie St.,"{'latitude': 41.893662, 'longitude': -87.6383026}"
4650 W. North Avenue,"{'latitude': 41.911491, 'longitude': -87.7428073}"
1145 West Wilson Ave,"{'latitude': 41.9635523, 'longitude': -87.6579611}"
6530 West Irving Park Road,"{'latitude': 41.9531393, 'longitude': -87.79027769999999}"
311 W. Illinois Street,"{'latitude': 41.8906484, 'longitude': -87.6361458}"
8303 W Higgins Rd,"{'latitude': 41.9857966, 'longitude': -87.8343027}"
311 West Monroe,"{'latitude': 41.8804452, 'longitude': -87.63581409999999}"
226 W Ontario St,"{'latitude': 41.8934561, 'longitude': -87.6353527}"
310 South Peoria Street,"{'latitude': 41.8774178, 'longitude': -87.6498976}"
4628-4650 W Diversey Ave,"{'latitude': 41.9328814, 'longitude': -87.74372919999999}"
8255 S. Houston,"{'latitude': 41.7449115, 'longitude': -87.5497448}"
2512 N. Bosworth Ave.,"{'latitude': 41.92748530000001, 'longitude': -87.66737069999999}"
5424 S. Cornell,"{'latitude': 41.7972748, 'longitude': -87.58602189999999}"
2960 S. FEDERAL STREET,"{'latitude': 41.8402524, 'longitude': -87.62926949999999}"
1040 W Granville,"{'latitude': 41.9946832, 'longitude': -87.65727249999999}"
600 N. State St.,"{'latitude': 41.8929166, 'longitude': -87.62857029999999}"
747 E. 47th St,"{'latitude': 41.8093759, 'longitude': -87.6070211}"
1710 - 1740 N KOSTNER AVE,"{'latitude': 41.9126564, 'longitude': -87.73790059999999}"
201 E. Delaware Pl.,"{'latitude': 41.8990174, 'longitude': -87.6216846}"
2727 N LONG AVE,"{'latitude': 41.9300492, 'longitude': -87.7607268}"
750 N. Hudson Ave.,"{'latitude': 41.8963676, 'longitude': -87.64067229999999}"
5452-5466 S. Ellis Ave,"{'latitude': 41.7962278, 'longitude': -87.6015883}"
1322 S. Prairie Ave,"{'latitude': 41.8652297, 'longitude': -87.62151390000001}"
915 W WILSON AVE,"{'latitude': 41.964837, 'longitude': -87.653036}"
7350 S Phillips,"{'latitude': 41.7610169, 'longitude': -87.5652693}"
4532 - 42 S. Drexel Blvd.,"{'latitude': 41.8102263, 'longitude': -87.6043939}"
3145 South Ashland Avenue,"{'latitude': 41.8365549, 'longitude': -87.6640103}"
10935 S. Halsted Street,"{'latitude': 41.6950861, 'longitude': -87.6421575}"
6000 N SHERIDAN RD,"{'latitude': 41.9911504, 'longitude': -87.6558912}"
730 N. Franklin St.,"{'latitude': 41.8958392, 'longitude': -87.6360122}"
200-232 W 87TH ST,"{'latitude': 41.7372489, 'longitude': -87.631286}"
211 E Delaware Pl,"{'latitude': 41.8990145, 'longitude': -87.62131339999999}"
11 W QUINCY COURT,"{'latitude': 41.878618, 'longitude': -87.628309}"
1901 W. Harrison St.,"{'latitude': 41.8738027, 'longitude': -87.67437579999999}"
4800-50 South Lake Park Ave,"{'latitude': 41.8074758, 'longitude': -87.5912659}"
559 W. Surf,"{'latitude': 41.9341301, 'longitude': -87.64402369999999}"
7131 S YATES BLVD,"{'latitude': 41.7652772, 'longitude': -87.5663713}"
1050 W. 79th,"{'latitude': 41.7507567, 'longitude': -87.65075619999999}"
1369 E. Hyde Park Blvd.,"{'latitude': 41.8021997, 'longitude': -87.59225169999999}"
329 W 18th Street,"{'latitude': 41.8573366, 'longitude': -87.63600400000001}"
920 W Lawrence Ave # 1,"{'latitude': 41.9693506, 'longitude': -87.6538456}"
5700 W. Berteau Ave.,"{'latitude': 41.9574268, 'longitude': -87.7706448}"
1401 South Sacramento,"{'latitude': 41.86230949999999, 'longitude': -87.6996602}"
1457 N Halsted St,"{'latitude': 41.9084901, 'longitude': -87.6472734}"
6228-6240 N Winthrop Ave,"{'latitude': 41.9954401, 'longitude': -87.65870720000001}"
243 S. Wabash,"{'latitude': 41.8784463, 'longitude': -87.6256042}"
660 W Wayman St,"{'latitude': 41.8875111, 'longitude': -87.6450558}"
2501 W Armitage Ave,"{'latitude': 41.9174496, 'longitude': -87.690388}"
"2700-14 N Spaulding, 3300-3312 W. Schubert","{'latitude': 41.930337, 'longitude': -87.7110504}"
1120-1126 E. 47th Street,"{'latitude': 41.8101172, 'longitude': -87.59833909999999}"
2020 North Lincoln Park West,"{'latitude': 41.9188778, 'longitude': -87.63667910000001}"
311 W. Superior St.,"{'latitude': 41.89545, 'longitude': -87.6364136}"
1230 W 76TH ST,"{'latitude': 41.7565415, 'longitude': -87.6548761}"
25 East Washington Street,"{'latitude': 41.8831085, 'longitude': -87.6268343}"
5061 N. Pulaski Rd,"{'latitude': 41.9740658, 'longitude': -87.7276802}"
328 South Jefferson Street,"{'latitude': 41.8771291, 'longitude': -87.64273659999999}"
400 WEST 76TH STREET,"{'latitude': 41.7565253, 'longitude': -87.6350643}"
55 E. Ontario St.,"{'latitude': 41.8931911, 'longitude': -87.62602070000001}"
118 N Jefferson St,"{'latitude': 41.8839455, 'longitude': -87.64295589999999}"
7200-10 South Shore Drive,"{'latitude': 41.7655242, 'longitude': -87.5622693}"
172 West Adams Street,"{'latitude': 41.8796272, 'longitude': -87.6331603}"
820 N. Orleans St.,"{'latitude': 41.8972264, 'longitude': -87.63829779999999}"
5504 S WABASH AVE,"{'latitude': 41.79404470000001, 'longitude': -87.6242771}"
5306 N CUMBERLAND AVE,"{'latitude': 41.9758672, 'longitude': -87.83698989999999}"
7947 S. South Chicago Ave.,"{'latitude': 41.7507634, 'longitude': -87.5839534}"
3440 South Dearborn,"{'latitude': 41.8322447, 'longitude': -87.6283504}"
420 W Belmont Ave,"{'latitude': 41.9404459, 'longitude': -87.6404091}"
1516 S Wabash,"{'latitude': 41.8614561, 'longitude': -87.6261262}"
3350 South Federal,"{'latitude': 41.8329199, 'longitude': -87.62922470000001}"
2226 North Hoyne Avenue,"{'latitude': 41.9218057, 'longitude': -87.68069990000001}"
24 S Morgan St,"{'latitude': 41.880967, 'longitude': -87.6525303}"
2300 N Lincoln Park W,"{'latitude': 41.9241226, 'longitude': -87.6367046}"
1513 N WELLS ST,"{'latitude': 41.90966239999999, 'longitude': -87.63433069999999}"
360 W Hubbard Street,"{'latitude': 41.89040929999999, 'longitude': -87.6384568}"
440 N. Drake Ave,"{'latitude': 41.8892677, 'longitude': -87.7152565}"
7433 N. Clark Street,"{'latitude': 42.016903, 'longitude': -87.67498739999999}"
801 S. Canal St,"{'latitude': 41.8710217, 'longitude': -87.6384575}"
1500 W. Monroe Street,"{'latitude': 41.8805578, 'longitude': -87.6652099}"
217 N. Jefferson,"{'latitude': 41.8863677, 'longitude': -87.64240319999999}"
4756-4770 South Kedzie Avenue,"{'latitude': 41.8065763, 'longitude': -87.7054843}"
5801 S. Ellis Avenue,"{'latitude': 41.7895737, 'longitude': -87.6009163}"
6 West Hubbard,"{'latitude': 41.8903537, 'longitude': -87.62827419999999}"
747 East 47th St,"{'latitude': 41.8093759, 'longitude': -87.6070211}"
1606 E. 50th Street,"{'latitude': 41.80444370000001, 'longitude': -87.5862726}"
828 W Grace,"{'latitude': 41.9513008, 'longitude': -87.6509665}"
531 W. Deming Pl.,"{'latitude': 41.9280071, 'longitude': -87.6433646}"
5918 N KENMORE AVE,"{'latitude': 41.9897627, 'longitude': -87.65721119999999}"
1030 W Division Street,"{'latitude': 41.9046268, 'longitude': -87.6545805}"
2970 N. Lake Shore Drive,"{'latitude': 41.9364874, 'longitude': -87.63743389999999}"
645 South Central Ave,"{'latitude': 41.8721272, 'longitude': -87.7636486}"
201 E Chestnut Street,"{'latitude': 41.8981632, 'longitude': -87.6216074}"
3255 South Dearborn,"{'latitude': 41.8350782, 'longitude': -87.6277008}"
318 West Adams Street,"{'latitude': 41.8796844, 'longitude': -87.6360405}"
1118-32 East 58th Street,"{'latitude': 41.790151, 'longitude': -87.598534}"
7650 N PAULINA ST,"{'latitude': 42.0209279, 'longitude': -87.6732687}"
6458 N Winthrop Ave,"{'latitude': 41.99972349999999, 'longitude': -87.6594257}"
5033 N. ELSTON AVE,"{'latitude': 41.97282329999999, 'longitude': -87.74558239999999}"
2232 W Farwell Ave,"{'latitude': 42.0066354, 'longitude': -87.6874637}"
555 West Monroe Street,"{'latitude': 41.8802543, 'longitude': -87.6423117}"
1611 West Harrisons Street,"{'latitude': 41.8737029, 'longitude': -87.6669522}"
1414 N DAMEN AVE,"{'latitude': 41.9076327, 'longitude': -87.6778186}"
4600-4624,"{'latitude': 41.8781136, 'longitude': -87.6297982}"
"140 E Walton Pl, Chicago, IL 60611","{'latitude': 41.9004761, 'longitude': -87.6230361}"
1335 South Prairie Avenue,"{'latitude': 41.8644863, 'longitude': -87.6207256}"
504 N Green St,"{'latitude': 41.8914884, 'longitude': -87.6489634}"
1400-24 W. 47th Street,"{'latitude': 41.8092232, 'longitude': -87.6271587}"
910 West Van Buren Street,"{'latitude': 41.8768495, 'longitude': -87.64989279999999}"
616 W. Fulton St.,"{'latitude': 41.887158, 'longitude': -87.643835}"
320 E Superior St,"{'latitude': 41.8960976, 'longitude': -87.61930939999999}"
437 W. Division St.,"{'latitude': 41.9035395, 'longitude': -87.6394138}"
6840 North Sacramento Avenue,"{'latitude': 42.0062246, 'longitude': -87.7056382}"
1001 South State Street,"{'latitude': 41.8700172, 'longitude': -87.62704509999999}"
2400 W BALMORAL AVE,"{'latitude': 41.9797188, 'longitude': -87.6896895}"
4500 N Clarendon Ave,"{'latitude': 41.9640071, 'longitude': -87.6503202}"
5816 N SHERIDAN RD,"{'latitude': 41.987762, 'longitude': -87.6557783}"
1330 E. 53rd St,"{'latitude': 41.7996454, 'longitude': -87.5935818}"
732 W. Bitterwsweet Pl,"{'latitude': 41.9559492, 'longitude': -87.6486018}"
442-444 W. Wellington Ave.,"{'latitude': 41.936894, 'longitude': -87.6411768}"
1017 W. Washington Blvd.,"{'latitude': 41.882593, 'longitude': -87.652766}"
205 E Randolph Street,"{'latitude': 41.8838834, 'longitude': -87.6218691}"
1 S. Wacker,"{'latitude': 41.8817519, 'longitude': -87.6363854}"
260 E Chestnut St.,"{'latitude': 41.8986419, 'longitude': -87.6196002}"
737 N Ada St,"{'latitude': 41.89529570000001, 'longitude': -87.6611485}"
233 E ONTARIO ST,"{'latitude': 41.8931152, 'longitude': -87.62144029999999}"
5858 N. Sheridan Road,"{'latitude': 41.9890718, 'longitude': -87.6557931}"
606-620 W. Cornelia Ave.,"{'latitude': 41.9461063, 'longitude': -87.6448644}"
640 N. Wabash,"{'latitude': 41.89382250000001, 'longitude': -87.6270148}"
2929 W 83rd St,"{'latitude': 41.7421156, 'longitude': -87.6968995}"
4434-4444 N. Damen,"{'latitude': 41.9625594, 'longitude': -87.6794973}"
2040 Belmont Ave,"{'latitude': 41.9397562, 'longitude': -87.6797703}"
5472 S. Kimbark Ave.,"{'latitude': 41.7959066, 'longitude': -87.59553269999999}"
7121 7125 N Paulina,"{'latitude': 42.0124012, 'longitude': -87.67218799999999}"
60 East 32nd,"{'latitude': 41.8366505, 'longitude': -87.6247602}"
4553 N Magnolia,"{'latitude': 41.9650161, 'longitude': -87.6606609}"
5840 S. Ellis Avenue,"{'latitude': 41.7886302, 'longitude': -87.6015132}"
860 West Evergreen,"{'latitude': 41.90608230000001, 'longitude': -87.6508245}"
6449 S. Kilbourn Ave.,"{'latitude': 41.7755601, 'longitude': -87.73489099999999}"
2733 W Belden Ave,"{'latitude': 41.9228567, 'longitude': -87.6967394}"
1550 North Kingsbury,"{'latitude': 41.9086787, 'longitude': -87.65264119999999}"
1728 N. Damen,"{'latitude': 41.913467, 'longitude': -87.67768319999999}"
